frame number,frequency,latency
1598,15,13077
1599,15,10200
1600,15,24223
1601,15,11359
1602,15,22902
1603,15,22257
1604,15,22529
1605,15,23110
1606,15,10368
1607,15,22159
1608,15,11020
1609,15,22865
1610,15,22518
1611,15,11395
1612,15,23489
1613,15,23605
1614,15,11090
1615,15,24446
1616,15,21604
1617,15,23115
1618,15,22005
1619,15,22267
1620,15,23988
1621,15,17775
1622,15,12313
1623,15,14534
1624,15,22507
1625,15,23051
1626,15,22456
1627,15,25716
1628,15,23466
1629,15,23384
1630,15,21530
1631,15,11413
1632,15,22757
1633,15,21985
1634,15,21804
1635,15,21744
1636,15,22261
1637,15,22020
1638,15,24314
1639,15,22680
1640,15,9945
1641,15,19890
1642,15,11057
1643,15,22281
1644,15,22368
1645,15,22158
1646,15,22288
1647,15,22522
1648,15,23068
1649,15,16177
1650,15,31129
1651,15,23757
1652,15,11432
1653,15,16643
1654,15,10021
1655,15,22370
1656,15,16316
1657,15,10121
1658,15,24758
1659,15,22066
1660,15,15832
1661,15,23453
1662,15,27046
1663,15,21647
1664,15,21920
1665,15,22712
1666,15,22498
1667,15,22459
1668,15,22541
1669,15,22056
1670,15,21675
1671,15,10450
1672,15,24941
1673,15,12409
1674,15,22841
1675,15,16453
1676,15,22660
1677,15,23545
1678,15,23489
1679,15,23232
1680,15,22444
1681,15,21870
1682,15,25203
1683,15,11500
1684,15,12204
1685,15,11839
1686,15,11756
1687,15,24906
1688,15,11682
1689,15,11584
1690,15,13834
1691,15,10262
1692,15,22891
1693,15,25504
1694,15,12306
1695,15,12184
1696,15,22687
1697,15,14096
1698,15,22823
1699,15,23572
1700,15,22844
1701,15,16514
1702,15,11665
1703,15,21547
1704,15,17638
1705,15,10214
1706,15,22205
1707,15,32595
1708,15,23393
1709,15,22201
1710,15,11591
1711,15,23054
1712,15,21393
1713,15,22790
1714,15,26135
1715,15,12111
1716,15,14031
1717,15,11624
1718,15,23220
1719,15,22902
1720,15,12304
1721,15,10739
1722,15,12593
1723,15,10322
1724,15,22336
1725,15,19299
1726,15,10226
1727,15,23976
1728,15,22319
1729,15,23027
1730,15,22782
1731,15,10477
1732,15,21843
1733,15,23680
1734,15,22751
1735,15,15497
1736,15,11153
1737,15,22238
1738,15,16218
1739,15,22132
1740,15,28823
1741,15,11480
1742,15,22781
1743,15,22367
1744,15,22690
1745,15,22452
1746,15,18001
1747,15,13187
1748,15,12480
1749,15,21414
1750,15,16058
1751,15,16065
1752,15,11578
1753,15,22629
1754,15,53388
1755,15,21683
1756,15,24236
1757,15,11233
1758,15,23634
1759,15,22987
1760,15,11308
1761,15,23269
1762,15,23349
1763,15,22452
1764,15,42155
1765,15,21911
1766,15,25275
1767,15,11694
1768,15,11610
1769,15,25601
1770,15,11109
1771,15,22170
1772,15,24742
1773,15,22470
1774,15,22237
1775,15,11274
1776,15,25428
1777,15,25575
1778,15,11655
1779,15,12102
1780,15,10384
1781,15,22587
1782,15,16255
1783,15,11495
1784,15,25223
1785,15,10679
1786,15,15940
1787,15,15971
1788,15,10556
1789,15,12303
1790,15,11422
1791,15,12469
1792,15,16085
1793,15,11554
1794,15,16069
1795,15,22986
1796,15,23596
1797,15,19709
1798,15,24664
1799,15,27363
1800,15,10757
1801,15,16274
1802,15,42607
1803,15,22961
1804,15,22977
1805,15,22163
1806,15,23597
1807,15,23030
1808,15,23169
1809,15,11761
1810,15,11866
1811,15,11836
1812,15,11770
1813,15,22527
1814,15,23050
1815,15,26382
1816,15,24180
1817,15,23511
1818,15,25561
1819,15,10232
1820,15,10599
1821,15,22006
1822,15,9988
1823,15,24424
1824,15,25729
1825,15,22844
1826,15,24413
1827,15,23894
1828,15,16696
1829,15,19836
1830,15,15802
1831,15,22515
1832,15,23884
1833,15,22903
1834,15,22872
1835,15,22307
1836,15,22191
1837,15,11907
1838,15,12441
1839,15,11589
1840,15,11463
1841,15,11548
1842,15,12341
1843,15,14281
1844,15,11308
1845,15,12052
1846,15,11643
1847,15,11443
1848,15,25420
1849,15,22172
1850,15,22861
1851,15,11038
1852,15,11241
1853,15,22010
1854,15,22776
1855,15,22878
1856,15,22656
1857,15,22366
1858,15,10666
1859,15,21812
1860,15,22320
1861,15,16341
1862,15,11531
1863,15,22083
1864,15,21987
1865,15,23359
1866,15,25234
1867,15,22796
1868,15,21899
1869,15,23601
1870,15,23587
1871,15,23318
1872,15,10479
1873,15,16539
1874,15,11453
1875,15,14430
